,funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,is_successful,category
423,65100000.0,CHN,22,Beijing,Beijing,4,2011-01-01,2011-12-01,2014-10-23,0,Education
425,1500000.0,CHN,22,Beijing,Beijing,2,2007-08-01,2008-04-01,2010-08-01,0,Games
426,5000000.0,,,,,1,2014-01-01,2015-07-06,2015-07-06,0,
431,234705.0,DEU,2,Munich,Munich,3,2013-11-12,2015-05-01,2015-05-01,0,Art
433,3000000.0,,,,,1,2011-07-14,2011-11-01,2011-11-01,0,Software
434,200000000.0,CHN,22,Beijing,Beijing,2,2010-03-15,2010-12-01,2011-07-01,0,E-Commerce
435,30000000.0,CHN,30,Guangzhou,Guangzhou,2,2005-04-01,2007-06-01,2007-12-01,1,Photography
436,876780000.0,CHN,19,CHN - Other,Chaoyang,6,2005-01-01,2006-02-01,2014-06-27,1,Curated Web
437,300000000.0,,,,,1,2014-09-01,2015-10-12,2015-10-12,0,Consumer Internet
440,27428.6215837652,,,,,1,2015-08-22,2015-08-01,2015-08-01,0,Advertising
441,5100000.0,GBR,H9,London,London,1,2011-01-01,2014-06-12,2014-06-12,0,Mobile
442,6100000.0,USA,WA,Seattle,Seattle,2,2008-01-01,2013-11-12,2014-11-17,1,Mobile
445,1848664.0,,,,,1,2013-01-01,2013-01-01,2013-01-01,0,Food Processing
446,368750.0,ESP,29,Madrid,Madrid,1,2007-12-01,2009-10-10,2009-10-10,0,Music
450,12800000.0,USA,NY,New York City,New York,3,2007-01-01,2007-04-01,2009-07-23,1,Education
451,15873.0,GBR,H9,London,London,1,2011-03-19,2012-03-19,2012-03-19,0,Art
453,50000.0,USA,CO,Denver,Boulder,1,2006-01-01,2013-05-14,2013-05-14,0,Software
454,3987693.0,KOR,11,Seoul,Seoul,2,2013-06-18,2010-09-01,2013-09-03,1,Games
456,250000.0,USA,NY,New York City,New York,1,2012-07-04,2012-09-02,2012-09-02,0,Advertising
457,7000000.0,USA,CA,SF Bay Area,San Francisco,1,2008-01-01,2008-06-13,2008-06-13,1,Mobile
458,3000000.0,USA,CA,Sacramento,Roseville,1,2009-01-01,2014-07-16,2014-07-16,0,Games
459,17129760.0,USA,WA,Seattle,Seattle,4,2009-01-01,2009-06-17,2010-11-10,1,Advertising
461,1300000.0,GBR,U8,Edinburgh,Edinburgh,3,2009-06-01,2009-06-29,2011-01-19,1,Accounting
462,100000.0,USA,CA,SF Bay Area,Mountain View,1,2010-10-01,2010-10-01,2010-10-01,0,Browser Extensions
463,3050000.0,USA,IL,Chicago,Chicago,3,2013-01-01,2014-06-20,2014-10-20,1,Software
466,3019139.0,USA,CA,SF Bay Area,San Francisco,2,2009-01-01,2011-08-23,2013-04-12,0,Web Hosting
467,100000.0,USA,TX,Austin,Cedar Park,1,2009-01-01,2014-10-29,2014-10-29,0,Information Services
471,37143865.0,USA,NC,Raleigh,Raleigh,5,2008-01-01,2010-08-23,2015-07-02,0,Enterprise Software
472,5714285.71428571,CAN,ON,Toronto,Vaughan,1,2006-01-01,2007-07-14,2007-07-14,1,Concentrated Solar Power
474,1000000.0,CHN,22,Beijing,Beijing,2,2013-06-01,2014-01-01,2014-08-01,0,Mobile
477,32000000.0,USA,CA,SF Bay Area,San Francisco,3,2013-01-01,2013-04-18,2015-02-19,0,B2B
478,8000000.0,USA,CA,SF Bay Area,San Francisco,2,2013-10-01,2014-09-11,2014-09-12,0,Health and Wellness
480,6700000.0,USA,NC,Raleigh,Morrisville,2,2004-01-01,2005-11-11,2007-01-31,1,Software
481,2569720.0,USA,MD,Baltimore,Arnold,2,2013-07-03,2014-04-29,2015-07-08,0,Nanotechnology
482,1556687.0,GBR,H9,London,London,3,2014-01-01,2014-11-10,2015-11-10,0,Social Network Media
483,23857750.0,DEU,,,,5,2010-09-01,2010-12-21,2013-11-12,1,Android
484,6528902.0,USA,TX,Austin,Austin,3,2006-01-01,2009-02-09,2012-07-13,0,Analytics
488,1613014.0,USA,SC,Greenville - Spartanburg,Easley,1,1997-01-01,2011-06-06,2011-06-06,0,Biotechnology
490,15000000.0,CHN,22,Beijing,Beijing,1,2012-01-01,2015-03-26,2015-03-26,0,Bicycles
491,2450000.0,USA,FL,Ft. Lauderdale,Fort Lauderdale,5,2011-03-03,2012-03-20,2014-06-08,0,Analytics
492,190035.0,FIN,13,Helsinki,Espoo,1,2012-01-01,2014-10-23,2014-10-23,0,Analytics
493,3107198.0,CHN,22,Beijing,Beijing,1,2011-06-03,2011-08-01,2011-08-01,0,E-Commerce
494,1500000.0,USA,NY,New York City,New York,2,2011-11-01,2011-10-26,2012-09-01,0,Advertising
496,650000.0,NZL,G2,Wellington,Wellington,1,2010-05-25,2011-03-01,2011-03-01,0,Curated Web
497,2875000.0,USA,CA,SF Bay Area,San Leandro,1,2011-01-01,2011-10-03,2011-10-03,0,Technology
498,1500000.0,USA,TX,Houston,Pearland,1,2012-04-01,2014-07-10,2014-07-10,0,Manufacturing
499,16036000.0,USA,MA,Boston,Beverly,6,2009-01-01,2011-12-13,2015-06-26,0,Clean Technology
500,47570.0,GBR,G7,Surbiton,Surbiton,1,2011-01-01,2012-04-07,2012-04-07,0,Social Media
501,20068328.451591,GBR,H9,London,London,4,2004-01-01,2005-09-01,2013-11-25,1,Content Creators
502,120000.0,,,,,1,2015-02-02,2014-02-05,2014-02-05,0,Broadcasting
504,1136548.0,CHN,22,Beijing,Beijing,2,2003-01-01,2010-05-01,2012-10-10,0,Games
505,1017470.0,USA,WA,Seattle,Seattle,3,2013-01-01,2013-10-28,2015-08-14,0,Software
506,3000000.0,USA,NY,New York City,New York,1,2012-01-01,2015-08-26,2015-08-26,0,Analytics
507,9850000.0,USA,OH,Akron - Canton,Akron,4,2006-01-01,2011-01-01,2013-10-15,0,Web Hosting
508,600000.0,USA,WI,Milwaukee,Milwaukee,3,2009-04-01,2010-01-01,2014-05-01,0,Brand Marketing
510,269260.0,NLD,7,Amsterdam,Amsterdam,2,2013-03-01,2013-04-02,2013-06-25,0,Publishing
512,4500000.0,USA,NY,New York City,New York,2,2013-03-01,2013-07-01,2014-08-01,0,Design
513,17000000.0,HKG,,Hong Kong,Hong Kong,2,2012-05-21,2012-01-04,2014-08-02,0,Finance Technology
518,100000.0,USA,MD,"Washington, D.C.",Southern Md Facility,1,2012-01-01,2013-02-19,2013-02-19,0,E-Commerce
521,5100000.0,USA,CA,Anaheim,Newport Beach,1,2011-01-01,2011-11-18,2011-11-18,0,Health and Wellness
522,27000000.0,USA,NY,New York City,New York,2,2012-01-01,2013-03-15,2013-05-30,0,Digital Entertainment
529,140000.0,GBR,H9,London,London,2,2013-02-01,2014-02-01,2014-07-01,0,Advertising
533,2730000.0,USA,CA,SF Bay Area,Palo Alto,3,2014-03-01,2014-02-26,2015-08-31,0,Exercise
535,14481680.93113,,,,,2,2014-05-01,2014-08-07,2015-10-14,0,3D
537,79501.0,SGP,,,,2,2014-02-02,2014-03-01,2014-09-01,0,Sports
539,5279980.0,USA,CA,SF Bay Area,San Francisco,3,2008-08-08,2012-10-26,2015-06-11,0,Music
540,24600000.0,CHN,4,Shanghai,Suzhou,1,2011-01-01,2013-11-13,2013-11-13,0,Travel
541,150000.0,SGP,,Singapore,Singapore,1,2013-11-28,2013-12-01,2013-12-01,0,Analytics
543,126000000.0,USA,CA,SF Bay Area,San Jose,1,1987-01-01,2013-11-20,2013-11-20,1,Contact Centers
544,4500000.0,USA,CA,SF Bay Area,Menlo Park,2,2013-01-01,2013-07-11,2013-09-03,0,Consulting
545,29300000.0,USA,MA,Boston,Boston,4,2012-01-01,2012-09-05,2015-05-06,0,Manufacturing
546,1292301.0,,,,,1,2010-01-01,2013-07-05,2013-07-05,0,Apps
547,38800000.0,GBR,H9,London,London,3,2011-01-01,2013-05-07,2015-10-06,0,Media
548,100000.0,ISR,5,Tel Aviv,Tel Aviv,1,2013-06-30,2013-09-01,2013-09-01,0,Apps
551,30000000.0,CHN,3,Fuzhou Shi,Fuzhou Shi,1,2010-09-01,2011-12-01,2011-12-01,1,Mobile
554,3000000.0,USA,CO,Denver,Denver,2,2014-01-01,2014-11-20,2015-11-04,0,Food Processing
559,1000000.0,IND,10,New Delhi,Gurgaon,1,2010-01-01,2014-10-29,2014-10-29,0,Mobile
560,10450000.0,USA,CA,SF Bay Area,Mountain View,3,2010-11-01,2011-01-08,2013-10-23,0,Mobile
561,2160000.0,SGP,,Singapore,Singapore,2,2014-01-08,2014-05-06,2015-01-29,0,Local Businesses
562,1380700.0,ITA,9,Milan,Milan,1,2011-10-01,2011-10-15,2011-10-15,0,Finance
563,83574271.0,CHN,23,Shanghai,Shanghai,5,2005-01-01,2005-08-12,2012-12-14,1,E-Commerce
567,45000000.0,USA,CA,SF Bay Area,Oakland,2,2008-02-01,2011-04-28,2015-04-15,0,Crowdsourcing
568,105651.0,AUS,2,Sydney,Sydney,2,2010-01-01,2012-03-30,2012-06-01,0,Fashion
570,100000.0,USA,CA,SF Bay Area,Mountain View,1,2012-06-01,2014-11-01,2014-11-01,0,E-Commerce
574,442943.0,BRA,27,Sao Paulo,São Paulo,1,2013-10-01,2014-08-19,2014-08-19,0,Apps
575,20000.0,IND,9,Vadodara,Vadodara,1,2012-03-20,2012-09-01,2012-09-01,0,E-Commerce
576,7575757.0,CHN,23,Shanghai,Shanghai,1,2009-01-01,2011-01-01,2011-01-01,0,Manufacturing
577,25000000.0,BRA,2,Sao Paulo,São Paulo,3,2013-03-26,2013-07-05,2015-04-08,0,Android
578,210000.0,IND,19,Bangalore,Bangalore,3,2011-02-14,2010-12-01,2013-07-22,0,Software
580,80000.0,CHN,22,Beijing,Beijing,2,2009-11-18,2009-11-18,2010-01-06,0,Automotive
582,9600000.0,CHN,23,Shanghai,Shanghai,2,2005-03-01,2005-01-01,2008-01-01,0,E-Commerce
583,70000.0,RUS,71,Perm,Yekaterinburg,1,2011-05-01,2011-05-01,2011-05-01,0,SEO
585,1432051.0,KOR,11,Seoul,Seoul,3,2011-10-01,2012-02-17,2013-01-16,0,Advertising
586,2800000.0,HKG,,Hong Kong,Hong Kong,2,2008-01-01,2011-05-17,2012-07-30,0,Social Media
587,7200000.0,USA,VA,"Washington, D.C.",Sterling,3,2011-01-01,2013-09-12,2015-02-27,0,Business Analytics
588,900000.0,USA,WA,Seattle,Seattle,1,2013-01-01,2013-11-04,2013-11-04,0,Software
589,10000000.0,,,,,2,1999-01-01,2007-06-01,2008-11-01,0,Photography
590,925000.0,USA,WA,Seattle,Redmond,2,2010-06-01,2013-05-30,2013-10-03,1,Enterprises
591,435400.0,USA,TX,Austin,Austin,1,2002-01-01,2011-07-25,2011-07-25,0,Software
595,3500000.0,USA,NY,New York City,New York,1,2013-01-01,2015-03-19,2015-03-19,0,Digital Media
596,2500000.0,USA,TX,Houston,Houston,1,2014-01-01,2015-02-23,2015-02-23,0,Chemicals
602,10312103.0,USA,CA,SF Bay Area,San Mateo,2,2009-10-01,2010-03-15,2011-03-25,0,Games
603,45000.0,USA,FL,Ft. Lauderdale,Pompano Beach,1,2011-11-11,2015-10-28,2015-10-28,0,Limousines
606,6000000.0,,,,,1,1990-01-01,2000-01-31,2000-01-31,0,Health and Wellness
608,1090000.0,USA,MT,Missoula,Missoula,1,2011-07-31,2014-03-26,2014-03-26,0,Media
610,500000.0,USA,GA,Atlanta,Atlanta,1,2008-01-01,2011-11-01,2011-11-01,0,Health and Wellness
615,1500000.0,USA,NY,Long Island,Copiague,1,2005-01-01,2015-07-15,2015-07-15,0,Security
617,14300000.0,USA,CA,SF Bay Area,San Ramon,3,2005-06-01,2005-07-01,2008-05-02,0,Mobile
621,6410000.0,IND,16,Mumbai,Mumbai,1,2000-03-02,2008-09-09,2008-09-09,0,Finance
622,60000000.0,,,,,1,2003-03-27,2005-06-01,2005-06-01,0,Audio
625,15999994.0,USA,WA,Seattle,Seattle,1,2011-01-01,2015-03-20,2015-03-20,0,Internet
627,10200000.0,CHN,19,Shenyang,Shenyang,1,2003-01-01,2011-01-19,2011-01-19,0,Clean Technology
628,15000.0,,,,,1,2011-03-05,2011-03-05,2011-03-05,0,Networking
637,20000.0,USA,CA,SF Bay Area,San Francisco,2,2014-01-01,2014-10-14,2015-03-03,0,Android
638,67000000.0,USA,ID,Boise,Boise,1,2007-01-01,2015-11-10,2015-11-10,0,
639,118000000.0,USA,CA,SF Bay Area,San Jose,4,2004-10-01,2005-01-01,2013-10-03,1,Cloud Computing
640,502860000.0,USA,MA,Worcester,Westborough,8,2001-01-01,2005-11-01,2012-06-07,1,Batteries
647,50000000.0,CHN,30,Shenzhen,Shenzhen,2,2000-01-01,2004-10-01,2005-12-08,1,Music
651,20000000.0,USA,NC,"Wilmington - Cape Fear, North Carolina",Wilmington,1,1979-01-01,2012-01-11,2012-01-11,0,Biotechnology
652,160000.0,USA,IL,Chicago,Chicago,1,2009-06-16,2013-11-20,2013-11-20,0,Finance
653,350000.0,USA,FL,Ft. Lauderdale,Hollywood,1,2000-05-31,2013-12-01,2013-12-01,0,Music
654,500000.0,USA,IN,Indianapolis,Indianapolis,1,2008-01-01,2011-01-03,2011-01-03,0,Biotechnology
655,6000000.0,USA,CA,SF Bay Area,San Francisco,2,2007-07-01,2007-01-01,2008-10-01,1,Search
659,3100000.0,IND,16,Mumbai,Mumbai,2,2014-11-01,2014-12-16,2015-01-28,0,Consulting
660,20000000.0,USA,IL,Chicago,Naperville,1,2006-01-01,2014-06-04,2014-06-04,0,Human Resources
661,40000000.0,USA,MI,Detroit,Ann Arbor,1,1989-01-01,2012-03-09,2012-03-09,1,Biotechnology
663,442457.0,BRA,27,BRA - Other,Sorocaba,3,2010-06-01,2011-12-29,2013-05-01,0,Social Media
664,4260000.0,FIN,13,Helsinki,Helsinki,1,2009-01-01,2009-06-03,2009-06-03,0,Mobile
667,4845819.0,USA,ME,Bangor,Bangor,1,2010-01-01,2009-05-05,2009-05-05,0,Service Providers
671,3356695.0,ESP,56,Barcelona,Barcelona,1,2007-01-01,2014-07-29,2014-07-29,0,EdTech
673,500000.0,USA,WA,Seattle,Vancouver,1,2000-04-02,2010-11-11,2010-11-11,1,Analytics
674,3409315.0,GBR,H9,London,London,1,1977-01-01,2013-08-01,2013-08-01,0,Software
675,3500000.0,USA,NY,New York City,New York,2,2013-01-01,2014-01-01,2014-10-29,0,SaaS
677,4211031.0,USA,FL,Miami,Miami,6,2006-01-01,2012-05-10,2014-10-08,0,Clean Technology
678,825000.0,USA,CA,SF Bay Area,Emeryville,1,2013-01-01,2013-12-25,2013-12-25,0,Advertising
679,263400.0,IRL,10,Galway,Galway,1,2008-01-01,2007-01-01,2007-01-01,0,Music
680,720000.0,USA,PA,Philadelphia,Philadelphia,2,2014-05-01,2014-07-24,2015-10-20,0,Finance
682,24750000.0,USA,PA,Pittsburgh,Pittsburgh,1,1979-01-01,2015-01-28,2015-01-28,0,Oil & Gas
683,400988.0,CAN,BC,Vancouver,Vancouver,3,1997-09-29,2010-11-03,2014-04-07,1,Biotechnology
684,1770000.0,FRA,A8,Neuilly-sur-seine,Neuilly-sur-seine,1,2001-01-01,2005-11-08,2005-11-08,1,Software
685,4540000.0,DEU,1,Stuttgart,Stuttgart,1,1999-01-01,2006-03-09,2006-03-09,0,Software
686,4400000.0,USA,CA,SF Bay Area,Campbell,2,1997-01-01,2006-05-05,2009-05-04,0,Curated Web
687,2700000.0,CHE,25,Zurich,Zürich,1,1988-01-01,2013-09-23,2013-09-23,1,Automotive
689,600000.0,USA,TX,Austin,Austin,1,2006-01-01,2009-06-17,2009-06-17,0,Audiobooks
690,3355282.0,,,,,1,2009-01-01,2014-08-11,2014-08-11,0,Finance
691,875000.0,USA,CA,SF Bay Area,San Mateo,5,2014-04-01,2013-07-30,2014-07-11,1,E-Commerce
692,900000.0,CYP,5,Cyprus,Limassol,1,2013-12-12,2013-12-12,2013-12-12,0,Apps
693,6790000.0,USA,IL,Chicago,Des Plaines,2,1991-01-01,2009-03-16,2011-03-15,1,Biotechnology
694,6000000.0,RUS,48,Moscow,Moscow,1,1989-01-01,2015-04-06,2015-04-06,0,Communications Infrastructure
695,375000.0,RUS,48,Moscow,Moscow,1,2004-01-01,2012-09-26,2012-09-26,0,Business Services
697,25000.0,IND,5,Chandigarh,Chandigarh,1,2007-12-05,2007-01-05,2007-01-05,0,Advertising
698,20000.0,USA,DC,"Washington, D.C.",Washington,1,2013-01-01,2015-06-25,2015-06-25,0,Real Estate
699,78799653.0,GBR,C3,London,Cambridge,2,1998-01-01,2011-06-08,2012-04-27,0,Biotechnology
700,147000.0,CRI,8,Costa Rica,San José,1,2009-10-30,2011-01-01,2011-01-01,0,B2B
701,2000000.0,CAN,ON,Toronto,Mississauga,1,2010-01-01,2014-04-28,2014-04-28,0,Biotechnology
702,805908.0,GBR,H9,London,London,1,2001-01-01,2007-09-21,2007-09-21,0,Biotechnology
703,10207905.0,GBR,H9,London,London,4,2010-01-01,2011-05-25,2015-05-18,0,Biotechnology
705,90000.0,,,,,1,2013-08-01,2013-09-05,2013-09-05,0,Fashion
710,12850000.0,USA,OH,Cleveland,Cleveland,3,2013-01-01,2013-12-16,2015-07-28,0,Biotechnology
711,19148000.0,USA,IL,Chicago,Chicago,5,2009-09-01,2010-06-29,2014-02-07,0,E-Commerce
713,39610000.0,USA,CA,SF Bay Area,Los Altos,3,2000-06-01,2012-06-19,2014-08-27,0,Biotechnology
715,2250180.0,USA,NJ,Newark,Princeton,1,2011-01-01,2011-11-18,2011-11-18,0,Biotechnology
717,60000.0,USA,NY,New York City,New York,1,2010-01-15,2014-02-17,2014-02-17,0,Fashion
718,1500000.0,USA,AZ,Phoenix,Tempe,1,2009-01-01,2012-02-20,2012-02-20,0,Health Care
719,583000000.0,USA,MN,Minneapolis,Minneapolis,4,2000-01-01,2006-12-14,2014-04-07,0,Health Care
720,21000000.0,USA,NY,New York City,New York,3,2008-01-01,2013-05-14,2015-06-09,0,Curated Web
721,30000.0,,,,,1,2014-03-20,2014-03-20,2014-03-20,0,Employment
722,6467283.0,USA,MA,Boston,Boston,1,2008-01-01,2011-07-12,2011-07-12,0,Curated Web
723,12853396.0,GBR,K2,London,Oxford,3,2008-01-01,2012-03-26,2015-06-30,0,Health Care
724,50000.0,USA,OH,"Columbus, Ohio",Dublin,1,2015-01-01,2015-02-03,2015-02-03,0,Biotechnology
726,3986362.0,CHE,23,Lausanne,Lausanne,1,2010-01-01,2014-10-14,2014-10-14,0,Biotechnology
728,26898770.0,USA,CA,SF Bay Area,Redwood City,10,2010-01-01,2008-01-01,2015-08-10,0,Cloud Computing
729,500000.0,USA,IL,Chicago,Evanston,1,1998-08-17,2008-10-08,2008-10-08,0,Accounting
731,150000.0,USA,GA,Atlanta,Forest Park,1,2009-09-09,2013-11-11,2013-11-11,0,Sales and Marketing
733,42980577.0,USA,MI,Kalamazoo,Kalamazoo,7,2011-01-01,2012-01-04,2015-11-12,0,Biotechnology
734,17500000.0,USA,TX,Austin,Austin,4,2014-01-01,2011-12-12,2015-08-25,0,Collaboration
737,12005448.0,USA,CO,Denver,Wheat Ridge,5,2005-01-01,2009-08-17,2012-02-01,0,Hardware + Software
739,1273000.0,USA,CA,SF Bay Area,Mountain View,1,2007-01-01,2011-06-29,2011-06-29,0,Software
740,12000000.0,USA,CA,SF Bay Area,San Francisco,1,2009-01-01,2010-06-04,2010-06-04,0,Biotechnology
741,250000.0,USA,CA,Los Angeles,Westlake Village,1,2014-07-01,2015-01-15,2015-01-15,0,Local
742,3000000.0,CHN,22,Beijing,Beijing,1,2008-08-01,2014-02-01,2014-02-01,0,Big Data
743,186036236.0,BEL,8,BEL - Other,Zwijnaarde,6,2001-01-01,2002-09-25,2014-08-13,1,Biotechnology
744,1000000.0,USA,TX,TX - Other,Italy,1,1979-01-01,1979-01-01,1979-01-01,0,Enterprise Software
745,1000000.0,USA,CA,SF Bay Area,Palo Alto,1,2014-01-28,2014-10-01,2014-10-01,0,Home Automation
746,2518000.0,USA,WI,Madison,Madison,4,2011-01-03,2013-01-04,2015-04-27,0,Real Estate
747,3705137.0,USA,CA,SF Bay Area,Santa Clara,1,1993-01-01,2009-01-15,2009-01-15,0,Design
749,510000000.0,USA,CO,CO - Other,Loveland,2,2007-01-01,2010-07-06,2010-12-15,0,Clean Technology
752,3000000.0,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2015-03-12,2015-09-30,0,Big Data
753,17087500.0,USA,CA,SF Bay Area,San Francisco,3,2013-02-05,2009-12-22,2014-06-10,0,Curated Web
754,275166.0,,,,,1,2011-09-01,2011-09-15,2011-09-15,0,Communities
755,4439407.0,USA,PA,Philadelphia,Paoli,6,2010-06-01,2011-05-01,2015-04-23,0,Contact Management
757,7618249.0,USA,OR,"Portland, Oregon",Portland,3,2006-01-01,2008-11-26,2009-07-16,0,Curated Web
758,13600000.0,USA,CA,SF Bay Area,Redwood City,2,2002-01-01,2004-02-17,2005-06-01,0,Software
759,1737170.0,CHE,23,Lausanne,Lausanne,1,1999-06-01,2004-09-16,2004-09-16,0,Information Security
760,450000.0,USA,MA,Boston,Lexington,1,2008-07-01,2011-08-16,2011-08-16,0,Software
761,500000.0,,,,,1,2015-04-02,2015-08-05,2015-08-05,0,
762,2810000.0,USA,KS,Kansas City,Overland Park,3,2010-06-01,2012-12-05,2014-11-26,0,Health and Wellness
763,14000000.0,USA,CA,SF Bay Area,Mountain View,2,2014-01-01,2015-03-05,2015-09-10,0,Financial Services
765,1500000.0,IDN,4,IDN - Other,Setiabudi,1,2012-01-01,2014-01-29,2014-01-29,0,Content Discovery
768,422000000.0,BRA,2,Sao Paulo,São Paulo,1,1950-01-01,2006-05-09,2006-05-09,0,Advertising
769,50000.0,USA,MA,Boston,Boston,1,2007-05-04,2010-10-21,2010-10-21,0,Education
770,132500.0,USA,MN,Minneapolis,Minnetonka,1,2009-01-01,2012-09-19,2012-09-19,0,Health Care
773,4500000.0,USA,OH,Akron - Canton,Wooster,2,2008-01-01,2010-06-24,2013-11-24,0,Clean Technology
774,661000.0,SWE,24,SWE - Other,Härnösand,1,2007-01-01,2010-05-12,2010-05-12,0,Clean Technology
777,200000.0,USA,RI,Providence,Providence,1,2012-01-01,2014-05-09,2014-05-09,0,Software
778,1220000.0,IND,19,Bangalore,Bangalore,2,2010-05-16,2011-09-26,2013-02-26,0,Crowdsourcing
780,231884.0,,,,,1,2012-01-01,2012-01-01,2012-01-01,0,All Students
782,1663801.11900538,GBR,L9,Sheffield,Sheffield,2,2007-01-01,2013-07-18,2015-11-30,0,Biotechnology
783,28364818.0,USA,TN,Knoxville,Knoxville,10,2006-01-01,2009-10-06,2014-04-07,0,Health Care
784,1400000.0,USA,AZ,Phoenix,Scottsdale,1,1995-01-01,2015-05-18,2015-05-18,1,Engineering Firms
787,4545754.0,GBR,H9,London,London,1,2009-01-01,2013-08-12,2013-08-12,0,Finance
788,60000.0,USA,GA,Atlanta,Atlanta,1,2008-01-01,2010-02-23,2010-02-23,0,E-Commerce
789,45000.0,DEU,16,Berlin,Berlin,1,2011-01-01,2014-01-29,2014-01-29,0,E-Commerce
790,1300000.0,USA,CA,SF Bay Area,San Francisco,1,2009-10-01,2013-11-01,2013-11-01,0,B2B
792,64640151.5803158,GBR,H9,London,London,2,2002-01-01,2014-07-07,2015-11-24,1,Biotechnology
793,396998.0,,,,,1,2012-04-27,2012-05-01,2012-05-01,1,Apps
795,39279460.0,CHE,23,Lausanne,Lausanne,2,2003-01-01,2005-05-12,2014-01-09,0,Biotechnology
796,10000000.0,USA,NJ,NJ - Other,Berlin,1,1984-01-01,2009-06-05,2009-06-05,1,E-Commerce
797,15000.0,USA,TN,Nashville,Nashville,1,2012-03-10,2012-05-20,2012-05-20,0,Apps
798,23000000.0,USA,MA,Boston,Maynard,2,2009-01-01,2011-12-12,2013-05-15,0,Web Hosting
799,762000.0,USA,TN,Nashville,Nashville,1,2012-01-01,2013-03-29,2013-03-29,0,Software
800,2338650.0,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2013-12-11,2013-12-11,0,Health and Wellness
801,33500000.0,GBR,C3,London,Cambridge,2,2006-01-01,2011-03-31,2013-09-03,0,Biotechnology
802,255100000.0,USA,CA,Anaheim,Newport Beach,3,1993-01-01,1999-11-22,2012-02-21,1,Business Services
803,368000.0,PRT,19,PRT - Other,Caparica,1,2003-01-01,2005-06-03,2005-06-03,0,Semiconductors
804,3300.0,USA,CA,SF Bay Area,Menlo Park,1,2014-01-01,2014-10-20,2014-10-20,0,Bitcoin
805,11017508.0,SVN,E1,SVN - Other,Col,1,2011-03-10,2014-12-30,2014-12-30,0,Curated Web
806,17800000.0,USA,CA,SF Bay Area,San Francisco,4,2008-09-01,2007-11-02,2013-09-26,0,Social Media
807,4499999.0,CAN,QC,Montreal,Montréal,1,2005-01-01,2012-07-30,2012-07-30,0,Consulting
811,10000000.0,USA,CA,SF Bay Area,Menlo Park,1,2004-01-01,2009-01-01,2009-01-01,0,Advertising
814,50000.0,,,,,1,2011-02-11,2011-02-11,2011-02-11,0,Social Media
815,2000000.0,USA,CA,Los Angeles,Westlake Village,1,2004-01-01,2004-08-01,2004-08-01,1,Education
817,34000000.0,USA,MA,Boston,Pembroke,2,2009-01-01,2010-01-08,2015-07-14,0,Finance
819,100000000.0,,,,,1,2015-07-15,2015-07-15,2015-07-15,0,Internet of Things
821,16424363.0,GBR,C5,Runcorn,Runcorn,3,2004-08-01,2008-12-03,2011-06-15,0,Clean Technology
822,10720178.0,GBR,J8,Nottingham,Nottingham,1,1990-01-01,2014-06-03,2014-06-03,0,Information Technology
823,142367.0,ARG,7,Buenos Aires,Buenos Aires,3,2012-07-01,2013-10-01,2014-01-01,0,EdTech
824,4710960.0,DNK,17,DNK - Other,Kongens Lyngby,1,2009-01-01,2013-03-15,2013-03-15,0,Health Care
825,5000000.0,SWE,26,Stockholm,Stockholm,2,2013-10-10,2014-02-10,2015-05-18,0,Audio
826,25090000.0,IND,10,New Delhi,Gurgaon,1,1997-01-01,2008-03-31,2008-03-31,0,Energy
828,25478613.0,USA,UT,Salt Lake City,Provo,1,2002-01-01,2014-08-20,2014-08-20,0,E-Commerce
829,31040000.0,CAN,QC,Montreal,Montréal,3,2004-01-01,2006-03-09,2010-08-04,0,Business Services
830,1270000.0,SWE,26,Stockholm,Stockholm,1,2004-01-01,2007-06-19,2007-06-19,0,Hardware + Software
831,25000.0,USA,PA,Pittsburgh,Pittsburgh,3,2012-01-01,2012-02-10,2015-01-14,0,Diagnostics
832,233500000.0,,,,,4,1999-01-01,2012-01-01,2015-03-03,0,Government Innovation
833,430000.0,USA,CA,SF Bay Area,Menlo Park,1,2005-01-01,2009-10-10,2009-10-10,0,Biotechnology
834,300000.0,ISR,5,Tel Aviv,Tel Aviv-yafo,1,2014-01-01,2013-02-25,2013-02-25,0,Big Data
837,3033472.0,USA,CA,SF Bay Area,Santa Clara,2,2009-01-01,2012-02-01,2013-05-03,0,Mobile
839,63016244.0,USA,AZ,Tucson,Tucson,4,2004-01-01,2010-03-23,2014-05-05,1,Health Care
840,150000.0,USA,CA,SF Bay Area,Scotts Valley,1,2009-01-01,2009-12-24,2009-12-24,0,Mobile
841,3255325.0,USA,OK,Tulsa,Tulsa,2,1997-01-01,2009-11-05,2012-03-28,0,Software
843,2549999.0,USA,IL,IL - Other,Illinois City,2,2014-01-01,2015-06-04,2015-11-23,0,Pharmaceuticals
846,8500000.0,USA,KS,Kansas City,Overland Park,2,2011-01-01,2012-05-21,2013-10-25,0,Analytics
847,8000000.0,CAN,ON,Toronto,Waterloo,1,2006-01-01,2015-01-15,2015-01-15,0,
848,49300000.0,USA,WA,Seattle,Seattle,3,2003-01-01,2003-05-22,2007-08-03,0,
